date,close,volume,open,high,low
10/3/2016,52.67,7586770,52.54,53,52.42
9/30/2016,52.65,12879540,52.57,53.06,52.28
9/29/2016,52.16,16911670,52.92,53.58,52.12
9/28/2016,53.25,33038080,54.6,54.9965,52.8
9/27/2016,55.34,17402790,54.25,55.54,53.9
9/26/2016,54.4,11626980,54.8,55,54.075
9/23/2016,55.15,8918654,55.02,55.71,54.91
9/22/2016,55.41,8051302,55.47,55.98,55.24
9/21/2016,55.34,8041110,55.02,55.38,54.61
9/20/2016,54.87,8550723,55.26,55.44,54.76
9/19/2016,54.95,7635661,55.38,55.47,54.93
9/16/2016,55.18,11664890,55.24,55.36,55.05
9/15/2016,55.47,6285580,55,55.54,54.81
9/14/2016,55.13,7587311,55.16,55.56,54.93
9/13/2016,55.37,7358503,55.86,55.94,55.12
9/12/2016,56.01,7469627,55,56.115,54.95
9/9/2016,55.33,11299160,55.88,56,55.265
9/8/2016,56.17,12741310,56.88,57.27,56.11
9/7/2016,57.72,7535619,57.48,57.78,57.01
9/6/2016,57.41,9771525,58.25,58.38,57.21
9/2/2016,58.02,6921343,58.63,59.18,57.99
9/1/2016,58.54,8214619,57.67,58.55,57.53
8/31/2016,57.64,7713364,57.86,58.28,57.185
8/30/2016,58,6304011,58.46,58.76,57.85
8/29/2016,58.63,5830719,59.2,59.25,58.53
8/26/2016,59,9987520,58.57,59.2,58.3
8/25/2016,59.24,8707741,60.01,60.15,59.03
8/24/2016,60.22,11358880,59.89,60.33,59.72
8/23/2016,59.62,8195596,58.8,59.8,58.8
8/22/2016,58.66,8265950,58.82,59.4552,58.65
8/19/2016,58.9,15448220,57.4,59.14,57.25
8/18/2016,57.21,6043111,56.99,57.46,56.895
8/17/2016,56.86,7334322,56.87,56.97,56.54
8/16/2016,56.88,4901390,56.8,57.035,56.42
8/15/2016,56.77,4836331,56.65,57.06,56.62
8/12/2016,56.45,5392943,56.7,56.755,56.13
8/11/2016,56.73,9538445,55.63,56.89,55.48
8/10/2016,55.13,6872971,55.95,56.18,55.07
8/9/2016,55.77,8023122,56.08,56.24,55.69
8/8/2016,55.98,6306953,56.13,56.39,55.68
8/5/2016,55.85,7510021,55.32,56.06,55.17
8/4/2016,54.79,8606199,54.96,55.57,54.65
8/3/2016,54.75,9681565,54.55,55.185,54.28
8/2/2016,54.92,7145523,55.23,55.28,54.78
8/1/2016,55.41,6268210,55.73,55.87,55.3
7/29/2016,55.5,6351288,55.27,55.66,55.208
7/28/2016,55.45,9571814,55.59,55.81,54.98
7/27/2016,55.79,10295000,56.5,57,55.47
7/26/2016,56.37,8534927,57.2,57.8689,56.25
7/25/2016,57.14,7248493,56.87,57.15,56.46
7/22/2016,56.73,8614573,56.82,56.96,56.425
7/21/2016,56.99,8316003,57.99,58.03,56.57
7/20/2016,57.76,5853139,57.99,58.1,57.74
7/19/2016,57.76,7442592,57.46,57.77,57.15
7/18/2016,57.74,6457206,58,58.16,57.74
7/15/2016,57.87,8969514,58.59,58.865,57.87
7/14/2016,58.49,7487117,58.3,58.6,58.15
7/13/2016,57.99,9126163,58.18,58.4394,57.73
7/12/2016,58.06,11157090,57.09,58.2,57.07
7/11/2016,56.83,8055502,56.83,57.23,56.71
7/8/2016,56.72,8644853,56.1,56.82,56.09
7/7/2016,55.92,6947255,55.8,55.975,55.56
7/6/2016,55.8,7788334,54.88,55.81,54.82
7/5/2016,55.2,10243590,55.34,55.91,55.01
7/1/2016,55.61,9283890,55.07,55.81,54.91
6/30/2016,55.2,17347480,55.29,55.43,54.6
6/29/2016,55.13,36078770,54.5,55.14,52.89
6/28/2016,53.09,20014640,52.04,53.195,51.57
6/27/2016,51.89,15299140,52,52.52,51.475
6/24/2016,52.59,18478370,52.36,53.36,52.18
6/23/2016,54.12,11192080,55.11,55.18,53.95
6/22/2016,54.57,7018444,55,55.14,54.53
6/21/2016,54.77,7911145,54.46,55.09,54.44
6/20/2016,54.36,8428915,54.23,55.15,54.23
6/17/2016,53.71,10985040,53.45,53.87,53.16
6/16/2016,53.47,14410990,53.54,53.64,52.94
6/15/2016,54.31,7498248,54.24,55.06,54.24
6/14/2016,54.12,9584982,54.58,54.94,54.08
6/13/2016,54.91,8565880,55,55.64,54.88
6/10/2016,55.11,12182600,54.64,55.36,54.55
6/9/2016,54.94,11602070,54.11,55.05,53.88
6/8/2016,54.12,12060940,53.83,54.34,53.66
6/7/2016,53.55,13323040,54.16,54.3492,53.55
6/6/2016,54.3,13797250,53.77,54.54,53.69
6/3/2016,53.45,17262530,54.29,54.57,53.4
6/2/2016,54.53,13894140,54.22,54.67,54.22
6/1/2016,54.93,28406560,53.33,55.04,52.92
5/31/2016,55.22,14231650,56.41,56.47,55.17
5/27/2016,56.19,8525382,56.17,56.53,55.98
5/26/2016,55.84,9061835,56.05,56.36,55.6
5/25/2016,55.99,9920959,56.47,56.69,55.7699
5/24/2016,56.59,11097810,56.05,56.77,55.86
5/23/2016,55.99,7765181,56.6,56.97,55.95
5/20/2016,56.48,13594060,55.88,57.06,55.41
5/19/2016,57.04,9269466,55.82,57.3,55.67
5/18/2016,56.12,11440730,56.76,56.87,55.67
5/17/2016,57.1,7620650,57.15,57.375,56.65
5/16/2016,57.14,8045425,57.27,57.53,56.63
5/13/2016,57.31,7385182,57.74,58.12,57.28
5/12/2016,57.99,8083084,57.52,58.34,57.31
5/11/2016,57.01,12814050,58.5,58.6799,56.85
5/10/2016,59.2,7598121,58.61,59.99,58.61
5/9/2016,58.72,5604886,58.59,59.19,58.45
5/6/2016,58.43,7307951,58.16,58.44,57.38
5/5/2016,58.19,7844441,58.94,58.98,58
5/4/2016,59.11,8062563,59.23,59.96,58.82
5/3/2016,59.52,8061253,59.24,59.845,59.03
5/2/2016,59.59,8647675,59.09,59.745,58.99
4/29/2016,58.94,8084372,58.41,59.087,58.1
4/28/2016,58.54,6027433,58.95,59.89,58.42
4/27/2016,59.27,8089448,59.63,59.73,58.6299
4/26/2016,59.54,5575717,59.31,59.97,59.27
4/25/2016,59.21,6111438,59.34,59.42,58.76
4/22/2016,59.43,8294118,60.18,60.22,58.97
4/21/2016,60.08,7153982,60.53,60.53,59.71
4/20/2016,59.62,6543206,59.43,60.24,59.43
4/19/2016,59.56,6593404,59.96,59.99,59.33
4/18/2016,59.57,6075899,59.38,60,59.38
